id,text,url,entity_presence,llama,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
28,Lake Winnipesaukee Sailing Association hosts their annual regatta from Winnipesaukee Yacht Club.  Young racers round the buoy in the Opti sailboat class on Saunders Bay Thursday morning.  (Karen Bobotas/for the Laconia Daily Sun),https://m.psecn.photoshelter.com/img-get2/I0000Ye985Djrxv0/fill=/fit=200x200/I0000Ye985Djrxv0.jpg,yes,united states,1.0,25,lake winnipesaukee,"['winona lake', 'lake winnebago', 'lake wynonah', 'city of lake winnebago', 'town of winona lake', 'smoky lake', 'lake panasoffkee', 'lake lakengren', 'lake waccamaw', 'lake dalecarlia']",united states
32,5 Things you Must Try at the Great Salt Lake,http://www.thewowstyle.com/wp-content/uploads/2018/06/great-salt-lake-utah-300x200.jpg,no,utah,1.0,28,great salt lake,"['south salt lake', 'north salt lake', 'salt lake city', 'salt lake county', 'big lake', 'sand lake', 'east lake', 'upper lake', 'salt lake city, ut metro area', 'fish lake']",united states
33,pink blue sunset sky lake color water rock clouds pretty calm serene jackwassell quakerhillwaterfordct,https://live.staticflickr.com/8018/7622866356_8c0080f545.jpg,yes,no,1.0,29,quakerhillwaterfordct,"['quakertown', 'quakers hill', 'borough of quakertown', 'wateringbury', 'waterbury', 'watergrasshill', 'wellsford', 'meadowood', 'rossford', 'meadowbank']",united states
34,Lake Clark National Park & Preserve,https://3.bp.blogspot.com/-9AAUsUwjV_8/WFdQnB3sILI/AAAAAAAAAqk/-itC5JoL-7A8LhNCkFfDbkrZvfgZyqgVwCLcB/s400/Lake%2BClark%2BNational%2BPark%2B%2526%2BPreserve.jpg,yes,united states,1.0,30,lake clark national park & preserve,"['lake park', 'national park', 'mountain lake park', 'clark county', 'town of lake park', 'village of lake park', 'lake clarke shores', 'clarks', 'north lakeville', 'lakeville']",united states
56,site map lake palestine resort,http://tse4.mm.bing.net/th?id=OIP.XfHase4cIjt1mbnNtaV-cgEeEs,yes,israel,1.0,51,lake palestine,"['palestine', 'city of palestine', 'east palestine', 'village of palestine', 'new palestine', 'moses lake', 'mountain lake', 'egypt lake-leto', 'town of new palestine', 'village of east palestine']",united states
61,"Fawn Lake Beach - 10810 PERRIN CIR, SPOTSYLVANIA",http://bright-media02.prd.brightmls.com/bright/images/0000/3040/6067/0330/304060670330_128_96_WM_4qeAaqMatJBtBdFy.jpg,no,united states,1.0,56,spotsylvania,"['pyrizhna', 'pomichna', 'pensilvania', 'polinyà', 'coatzintla', 'spahnharrenstätte', 'neochoroúda', 'policarpa', 'põltsamaa', 'miravânia']",united states
68,"The view from Aasgard Pass. 1 mile and 2,000 ft of elevation gain to overlook Colchuck Lake.",https://leslieschipper.files.wordpress.com/2015/10/img_9122.jpg,yes,united states,1.0,62,no,['no'],united states
72,"""""""Sunset on the Bonsai Rock and Tree in Lake Tahoe"""" The massive rocks and boulders in Lake Tahoe almost look like stepping stones out to the Bonsai tree at sunset here in Lake Tahoe.  This is another summer shot of the Bonsai Rock and Tree along the eastern shore in Lake Tahoe.  It didn't seem like there was going to be any sunset that night.  At the last minute the sky just lit up with a pink glow!""",https://photos.smugmug.com/Landscapes/Waterfalls-Streams-Oceans-and/i-2zB2hJq/1/a3cb9a65/Th/Bonsai-Rock-Lake-Tahoe-Sunset-California_DSC3923v2-Smugmug-Th.jpg,yes,united states,1.0,66,lake tahoe,"['south lake tahoe', 'city of south lake tahoe', 'highland lake', 'mountain lake', 'south lake', 'kirkland lake', 'north lake', 'lake dallas', 'ham lake', 'lake los angeles']",united states
83,Tall cliffs of Llao Rock and Llao Bay. Crater Lake National Park ( color),https://terragalleria.com/images/np-pacific/crla57384.small.jpeg,no,oregon,1.0,77,crater lake national park,"['mountain lake park', 'lake forest park', 'lake park', 'canyon lake', 'village of lake park', 'town of lake park', 'town of mountain lake park', 'city of lake park', 'crooked lake park', 'city of lake forest park']",united states
86,"Devils Lake, Oregon Art Christmas Tree Ornaments",http://rlv.zcache.com/devils_lake_oregon_art_christmas_tree_ornaments-reaf7f5a5baa142f681d8566e7fa061dd_x7s2s_8byvr_152.jpg,no,oregon,1.0,80,oregon,"['oregon', 'southern oregon', 'oregon city', 'central oregon', 'city of oregon', 'eastern oregon', 'town of oregon', 'oregon county', 'village of oregon', 'boise']",united states
90,Rock Formation along the shore of Lake Powell,https://image.shutterstock.com/image-photo/rock-formation-along-shore-lake-260nw-1501027166.jpg,yes,united states,1.0,83,lake powell,"['powell river', 'canyon lake', 'orchard lake', 'berkeley lake', 'gages lake', 'bass lake', 'lake brownwood', 'lakemoor', 'lake mack-forest hills', 'mountain lake']",united states
106,"Medina Lake is seen in Wednesday Aug. 1, 2012 aerial images. Photo: William Luther, San Antonio Express-News / © 2012 San Antonio Express-News",http://ww1.hdnux.com/photos/14/37/37/3274692/5/628x471.jpg,yes,united states,1.0,97,san antonio express-news,"['san antonio', 'city of san antonio', 'san antonio de areco', 'unión de san antonio', 'san antonio heights', 'san antonio tecómitl', 'central port antonio', 'san antonio el grande', 'san antonio del cipres', 'san antonio tecolco']",united states
116,Cover of: Mono Lake guidebook | David Gaines,https://covers.openlibrary.org/w/id/6807325-M.jpg,yes,no,1.0,106,mono lake,"['twin lake', 'twin lakes', 'lakes', 'upper lake', 'elbow lake', 'east lake', 'west lakes', 'fish lake', 'clear lake', 'north lake']",united states
135,Boat pulled out of the water in Lake Austin after explosion (Austin Fire Photo),https://www.kxan.com/wp-content/uploads/sites/40/2021/05/boat.png?w=900,yes,united states,1.0,123,lake austin,"['austin', 'lake dallas', 'lake albert', 'lake jackson', 'city of austin', 'austins ferry', 'sheffield lake', 'palmer lake', 'lake city', 'city of lake dallas']",united states
160,"Carp caught fly fishing in Eagle Nest Lake, Eagle Nest, NM by Professional Fly Fishing Guide Timothy R. Urtiaga This is just a take of what fishing and fly fishing on this lake can produce. Fly Fishing Eagle Nest Lake produces trout, pike, carp, & salmon","https://static.wixstatic.com/media/b2ca00_dc5f42c3f2d844d599a608609cdedc63.png/v1/fill/w_263,h_148,al_c,usm_0.66_1.00_0.01,blur_2/b2ca00_dc5f42c3f2d844d599a608609cdedc63.png",yes,nm (new mexico),1.0,146,"eagle nest, nm","['village of eagle', 'hawks nest', 'town of eagle', 'eagle mountain', 'eaglemont', 'eagle grove', 'city of eagle', 'eagle', 'crows nest', 'eagle vale']",united states
165,Mount Shasta Reflection - Lake Siskiyou In California With Reflections. Greeting Card,https://render.fineartamerica.com/images/rendered/medium/greeting-card/images-medium-5/mount-shasta-reflection-lake-siskiyou-in-california-with-reflections-jamie-pham.jpg,yes,california,1.0,151,california,"['califórnia', 'california', 'la california', 'southern california', 'cali', 'new california', 'california city', 'califon', 'los ángeles', 'los angeles']",united states
168,Enjoy beutiful scenery with a 19' Open-bow Ski Boat Rental on Lake Powell,https://media.mybnbwebsite.com/300_/7192/ss_7192_3046759_1.jpg,yes,united states,1.0,154,lake powell,"['powell river', 'canyon lake', 'orchard lake', 'berkeley lake', 'gages lake', 'bass lake', 'lake brownwood', 'lakemoor', 'lake mack-forest hills', 'mountain lake']",united states
179,"NC Cabin Rental at Lake Glenvill, Cashiers, NC (info@nclakecottage.com)",https://i.pinimg.com/736x/a2/17/7b/a2177bedaa831eee898f0afbaf73ec2d.jpg,yes,united states,1.0,164,cashiers,"['cashel', 'cash', 'bankeryd', 'jobner', 'banks', 'craig', 'camiers', 'moneymore', 'shopian', 'westons mills']",united states
186,"Crater Lake and Wizard Island at sunrise. Crater Lake National Park, Oregon, USA. Image #28668",http://www.oceanlight.com/icon/28668.jpg,yes,united states,1.0,171,oregon,"['oregon', 'southern oregon', 'oregon city', 'central oregon', 'city of oregon', 'eastern oregon', 'town of oregon', 'oregon county', 'village of oregon', 'boise']",united states
193,seneca-lake-sunset,"https://assets.simpleviewcms.com/simpleview/image/fetch/c_fill,h_375,q_75,w_500/http://res.cloudinary.com/simpleview/image/upload/v1462237603/clients/fingerlakesvc/keuka_lake_sunset_caa587d8-58e7-4930-9009-74ecc59935ba.jpg",yes,new york,1.0,178,seneca-lake,"['seneca', 'west seneca', 'city of seneca', 'town of seneca', 'village of seneca', 'seneca falls', 'seneca county', 'town of west seneca', 'niagara-on-the-lake', 'lake wisconsin']",united states
203,Secluded Nolin Lake Retreat near Mammoth Cave - Wax,https://a0.muscache.com/im/pictures/2d9d8939-baae-46d0-b78d-25563c4825ba.jpg?aki_policy=x_medium,yes,united states,1.0,188,nolin lake,"['north lake', 'carter lake', 'north lakes', 'north salt lake', 'williams lake', 'city of carter lake', 'lake brownwood', 'twin lake', 'madison lake', 'cypress lake']",united states
209,"Elkhart Lake, Wisconsin: Wellness and Water",https://www.gonomad.com/wp-content/uploads/2018/08/Elkhart-Lake-sunset.jpg,yes,wisconsin,1.0,194,"elkhart lake, wisconsin","['lake wisconsin', 'deer lake', 'lake arbor', 'moose lake', 'madison lake', 'elk creek', 'lake brownwood', 'lakewood', 'maple lake', 'lake wildwood']",united states
244,"1265 S Lake Rd, Middlesex, NY 14507",https://ap.rdcpix.com/365571800/f559b6685b4f4506398440e6a3385095l-m0xd-w1020_h770_q80.jpg,no,united states,1.0,227,middlesex,"['middlesex', 'town of middlesex', 'borough of middlesex', 'middlesex county', 'kenthurst', 'dorchester', 'essex', 'somerville', 'suffolk', 'chatham-kent']",united states
9,"Burn Lake weaves together the experience of life in the rapidly changing American Southwest with the peculiar journey of Don Juan de Oñate, who was dispatched from Mexico City in the late sixteenth- century by Spanish royalty to settle the so-called New Mexico Province, of which little was known.",https://i.pinimg.com/736x/dc/53/72/dc5372ef0bceaaaf7ba7855ac6dfb68b.jpg,yes,mexico,1.0,8,mexico city,"['mexico city', 'city of mexico', 'town of mexico', 'ciudad de méxico', 'mexico', 'city of mexico beach', 'new mexico', 'san carlos city', 'san pablo city', 'barrio de méxico']",mexico
6142,Cancun To Guatemala City In 3 weeks | Travel Nation |Lake Bacalar Mexico,https://lakesofmexico.com/wp-content/uploads/2019/04/lake-bacalar-3.jpg,yes,mexico,1.0,5679,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
6276,"Bacalar, Mexico, South America: [Lake Bacalar, clear waters, lag. Oon with cenote, tourist destination, Caribbean sea, gulf stock photo",https://thumbs.dreamstime.com/b/bacalar-mexico-south-america-lake-bacalar-clear-waters-lag-bacalar-mexico-south-america-lake-bacalar-clear-waters-lagoon-112523360.jpg,yes,mexico,1.0,5805,bacalar,"['bacalar', 'bacalan', 'băuţar', 'bakchar', 'baalder', 'bhopalsagar', 'bacoor', 'al bājūr', 'bauta', 'baucina']",mexico
9296,"Walt Disney World Planning Pins: Relive the romance of Spanish-colonial Mexico as you follow in the footsteps of explorer Don Francisco de Coronado at this Resort hotel. Find your own mythical city of gold in a Southwestern-themed haven of brightly colored Casitas, rustic Ranchos and beachfront Cabanas encircling a glimmering 22-acre lake. Each accommodation provides a unique escape and a welcoming home away from home.",https://i.pinimg.com/236x/c8/6f/2f/c86f2f58a42caf6f52356e980a22d139--disney-world-planning-walt-disney-world.jpg,yes,mexico,1.0,8592,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
13576,Sky Sea Scenics - Nature Beauty In Nature Land Nature Tranquility Landscape Water Environment Beach Tranquil Scene Travel No People Sunset Copy Space Travel Destinations Outdoors Mountain Chapala Chapala! Chapala Lake Chapala Jalisco Mexico Bay,https://cdn2.eyeem.com/thumb/2a38c6906f2608130a31a92c863dc3a5a7764368-1523307055142/w/300,yes,mexico,1.0,12538,chapala jalisco mexico,"['chapala', 'zapala', 'departamento de zapala', 'nueva jalapa', 'chacalapa', 'chāībāsa', 'chaibasa', 'chaqui municipality', 'chambretaud', 'san josé chacalapa']",mexico
14982,Patzcuaro Lake. The natives believe that the lake is the place where the barrier between life and death is the thinnest,https://sail2blue.files.wordpress.com/2015/02/dscn3928.jpg?w=326&h=245,yes,mexico,1.0,13828,patzcuaro lake,"['pátzcuaro', 'patalillo', 'patizia', 'city of pataskala', 'patarrá', 'patuakhali', 'patla', 'patacamaya', 'pátra', 'patae']",mexico
16107,Evening Glow At Molas Lake Tote Bag,https://render.fineartamerica.com/images/rendered/medium/tote-bag/images/artworkimages/medium/1/evening-glow-at-molas-lake-michael-j-bauer.jpg?&targetx=-191&targety=0&imagewidth=1147&imageheight=762&modelwidth=763&modelheight=763&backgroundcolor=A396AC&orientation=0&producttype=totebag-18-18,yes,no,1.0,14860,molas lake,"['molas', 'mokowe', 'moyogalpa', 'mogale city', 'mogoşani', 'molalla', 'mounana', 'mólos', 'city of molalla', 'molvena']",mexico
24775,Monte Coxala Spa: View Across Lake Chapala from the Spa,https://media-cdn.tripadvisor.com/media/photo-s/06/2b/37/f7/monte-coxala-spa.jpg,yes,mexico,1.0,22809,lake chapala,"['chapala', 'delavan lake', 'village of balsam lake', 'lake mohegan', 'lake village', 'village of chama', 'kampala', 'lake hiawatha', 'lake lakengren', 'chāībāsa']",mexico
26996,The pink lake at Las Coloradas.,https://images.squarespace-cdn.com/content/v1/5895acf003596e258d735250/1559008355629-ULI1SIIL9128KVLSAFTB/ke17ZwdGBToddI8pDm48kFWxnDtCdRm2WA9rXcwtIYR7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UcTSrQkGwCGRqSxozz07hWZrYGYYH8sg4qn8Lpf9k1pYMHPsat2_S1jaQY3SwdyaXg/Hammocks_and_Ruins_Blog_Riviera_Maya_Mexico_Travel_Discover_Explore_Yucatan_Lakes_Rivers_Pink_Lagoon_1.jpg,yes,mexico,1.0,24853,las coloradas,"['las coloradas', 'la colorada', 'las animas', 'las ánimas', 'las huertas', 'corregimiento la colorada', 'las rosas', 'las heras', 'las pilas', 'las taponas']",mexico
28707,"Lots and Land for Sale in Lake Front, Bacalar, Quintana Roo $285,000",https://mediavault.point2.com/p2a/listing/53ff/60f6/73a5/ca14b4864a347caa241f/w210h157.jpg,yes,mexico,1.0,26424,quintana roo,"['quintana roo', 'quintana', 'estado de quintana roo', 'andrés quintana roo', 'ejido quintana roo', 'quintenas', 'quisao', 'quiapo', 'quinceo', 'quiriego']",mexico
29849,Lake Bacalar - 2018 All You Need to Know Before You Go ... |Lake Bacalar Mexico,https://funlifecrisis.com/wp-content/uploads/2020/05/Lake-Bacalar-Mexico-Yucatan-Peninsula.jpg,yes,mexico,1.0,27473,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
