id,text,url,llama,entity_presence,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
34,"Use Garter Stitch i-Cord and Cotton Rope to make this Palm Beach-chic necklace! Rope Jewelry, Rope Necklace, Crochet Necklace, I Cord, V Stitch, Circular Needles, Garter Stitch, Cotton Rope, Needle And Thread",https://i.pinimg.com/236x/2b/c8/3a/2bc83a1d61d18275b0ce9203a250a349.jpg,united states,yes,1.0,30,palm beach,"['palm beach', 'south palm beach', 'west palm beach', 'north palm beach', 'royal palm beach', 'palm beach shores', 'palm coast', 'palm bay', 'palm beach gardens', 'beach']",united states
76,Minimal Initial Necklace - Bing Bang Jewelry NYC,https://cdn.shopify.com/s/files/1/0041/2952/products/M_1500x.jpg?v=1603758443,nyc is a city in the united states,yes,1.0,70,nyc,"['new york', 'york', 'new york city', 'manhattan', 'city of york', 'city of new york', 'north york', 'west york', 'york town', 'yorktown']",united states
96,Findingking Sterling Silver Amethyst Pendant Charm Jewelry at Sears.com,http://images.findingking.com/qu-qc2193.jpg,no,yes,1.0,89,no,['no'],united states
224,30PCS/Lots Double side Silver New Mexico State Map Dangle Charms Jewelry 2 Style DIY Fit Bracelet Necklace,https://ae01.alicdn.com/kf/HTB1tBq.RFXXXXXUXpXXq6xXFXXXf/30PCS-Lots-Double-side-Silver-New-Mexico-font-b-State-b-font-font-b-Map-b.jpg,no,yes,1.0,201,new mexico,"['new mexico', 'nuevo méxico', 'nuevo mexico', 'mexico city', 'mexico', 'city of mexico', 'town of mexico', 'ciudad de méxico', 'albuquerque', 'new jersey']",united states
312,"Floral Fashion Band. Handcrafted in Bright White Gold or Platinum. Blue Sapphires and Brilliant Diamonds, alternating in a playful design. Customize this design with Birthstone Gems of Your Choice. Free Shipping USA. 15 Day Returns. BASHERT JEWELRY | Boca Raton, Florida",https://cdn.shopify.com/s/files/1/0275/8741/products/Sapphire_Fashion_Flower_Band._Hand-fabricated_in_White_Gold_or_Platinum._Premium_quality_Diamonds_and_Blue_Sapphires._Bashert_Jewelry._Boca_Raton._Florida_3_grande.png?v=1556670306,united states,yes,1.0,280,no,['no'],united states
323,6 Royal Blue Oval CZs Scattered on Stainless Steel Band Ring - LA NY Jewelry,https://cdn.shopify.com/s/files/1/2253/8497/products/R10311_02_01b91ec2-33c8-4f70-9c3b-30c30ef5c728_grande.jpg?v=1571708613,united states,yes,1.0,290,no,['no'],united states
346,"10K White Gold Round Halo Engagement Ring Image 2 Milan's Jewelry Inc Sarasota, FL",https://imgs-s1.jewelryimages.net/vendor-jewelry-images/galleries/overnight/Engagement-Rings/1x1/84474-E.side.jpg?v=0,united states,yes,1.0,310,sarasota,"['sarasota', 'sărata', 'sarata', 'saraswati', 'city of sarasota', 'saraipali', 'sarabia', 'sarasa', 'saraikela', 'saraburi']",united states
357,"Ravenna Collar Seriously though.I like collars. Diy Jewelry, Jewelry Accessories, Fashion Accessories, Jewelry Necklaces, Jewelry Making, Bracelets, Crystal Jewelry, Silver Jewelry, Collar And Cuff",https://i.pinimg.com/236x/8f/47/d4/8f47d466fa5b51043471be0370142481--ravenna-anthropologie.jpg,no,yes,1.0,320,ravenna,"['ravenna', 'ravena', 'raven', 'city of ravenna', 'ravenel', 'village of ravenna', 'marina di ravenna', 'ravenhall', 'tarāna', 'tarana']",united states
367,"As a diamond jewelry store, K E Butler Jewelers has competitive prices that will beat out other jewelry stores every day. Visit us at 1303B E 1st St., Vidalia, GA 30474",https://i.pinimg.com/736x/c3/b4/6e/c3b46e189cb02fd3b027e3aa2701ee46.jpg,united states,yes,1.0,330,vidalia,"['vidalia', 'city of vidalia', 'vidalengo', 'town of vidalia', 'vidal ramos', 'rubiá', 'villareggia', 'villamaría', 'marcolândia', 'villarrubia']",united states
401,"Color Story - B3415-D CONF-DIA.png - brand name designer jewelry in Richmond, Virginia",https://collections.jewelryimages.net/png_images_v3/B3415-D%20CONF-DIA.png?v=16,united states,yes,1.0,363,"richmond, virginia","['richmond', 'richmond, va metro area', 'richmond west', 'north richmond', 'virgínia', 'virginia', 'city of richmond', 'richmond valley', 'new richmond', 'richmond, in micro area']",united states
446,"""Gigantic Navajo Cuff Bracelet Jewelry-  Massive Colossal Huge Turquoise Mountain Cuff signed """"M""""""",http://img2.etsystatic.com/002/1/6803228/il_570xN.366363506_qljm.jpg,united states,yes,1.0,404,no,['no'],united states
454,Glow in the Dark Necklace - Glowing Jewelry - Glow Necklace - Heart Necklace - Christmas Gift from Epic Glows http://www.amazon.com/dp/B016DMHQOG/ref=hnd_sw_r_pi_dp_kM-fwb1FPGTX8 #handmadeatamazon,https://i.pinimg.com/236x/eb/c5/b4/ebc5b4ca406a00532c0b791435c83904.jpg,no,yes,1.0,411,no,['no'],united states
462,8k 10k 14k 18k Gold Teeth Grillz Permanent Also Available Jewelry Accessories In Arlington Tx Offerup,https://images.offerup.com/9o7AAowLbGw7o1i4Dcd4K6oS4kM=/600x444/5296/5296acb0635b465bb34d5a887d89961c.jpg,united states,yes,1.0,418,arlington,"['arlington', 'city of arlington', 'north arlington', 'upper arlington', 'town of arlington', 'arlington heights', 'mount arlington', 'city of upper arlington', 'village of arlington', 'arlington county']",united states
488,"Mate & Foal horse earrings. These exquisitely detailed Mare and Foal Horse Wire Earrings in Sterling Silver from Kabana Jewelry offer a unique and heartwarming expression of natural beauty that goes with any look or social engagement. The mother and baby horses are rendered in marvelous .925 sterling silver by the artists of Kabana to create a singular fashion accent and showcase of your love for these graceful and loyal creatures. Each piece is handcrafted with pride in the USA, and makes a…",https://i.pinimg.com/736x/03/d1/61/03d161c331bee5a3dbb680d71faa520a.jpg,united states,no,1.0,442,usa,"['united states', 'us', 'america', 'cañada', 'canada', 'uk', 'china', 'chiná', 'england', 'brasil']",united states
576,Fallon Jewelry Roswell Micro Spike Collar,http://g-ecx.images-amazon.com/images/G/01/Shopbop/p/pcs/products/fallo/fallo2022815830/fallo2022815830_p1_1-0_201x396.jpg,no,yes,1.0,525,roswell,"['roswell', 'city of roswell', 'boswell', 'halswell', 'borough of boswell', 'ripley', 'dunswell', ""boswell's corner"", 'newtown st boswells', 'elmswell']",united states
637,Venus Charm Bracelet The Storm Jewelry Los Angeles 14k Yellow Gold Equality Collection Venus Symbol,https://cdn.shopify.com/s/files/1/1689/6035/products/TS-2018-0604-r1-10_1024x.jpg?v=1530226091,no,yes,1.0,581,los angeles,"['los ángeles', 'los angeles', 'ángeles', 'la california', 'angeles city', 'city of los angeles', 'east los angeles', 'los ángeles tetela', 'port angeles', 'califórnia']",united states
673,"Memoire - memoire03.png - brand name designer jewelry in San Francisco, California",https://collections.jewelryimages.net/png_images_v3/memoire03.png?v=21,united states,yes,1.0,616,"san francisco, california","['san francisco', 'south san francisco', 'san francisco bay area', 'city of san francisco', 'san francisco (el calvito)', 'california city', 'califórnia', 'california', 'san francisco (mata clara)', 'san francisco (anao-aon)']",united states
943,Three Cheers For Girls! Butterly Jewelry Holder - Walmart.com,https://i0.wp.com/i5.walmartimages.com/asr/48a980c6-0c69-461c-a3d4-5056d5d0e272_1.0ba55189b70cecb3aadce115a3ec3b89.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF&w=200&strip=all,no,yes,1.0,868,walmart.com,"['rockmart', 'ubay', 'wals', 'mart', 'toughmart', 'štore', 'habay', 'market shop', 'waymart', 'baybay']",united states
1020,"Two Fish Charms, Left and Right, Brass Ox, Charms, Brass Stampings, Findings, Jewelry Supplies Made in the USA",https://img.etsystatic.com/il/34589c/335868658/il_340x270.335868658.jpg?version=0,united states,yes,1.0,942,usa,"['united states', 'us', 'america', 'cañada', 'canada', 'uk', 'china', 'chiná', 'england', 'brasil']",united states
1091,2013 KINGMAN FASHION Premier Designs Jewelry Necklace With Cute Clover Shaped,http://i00.i.aliimg.com/photo/v0/1415310964/2013_KINGMAN_FASHION_Premier_Designs_Jewelry_Necklace.jpg_200x200.jpg,no,yes,1.0,1007,no,['no'],united states
1106,Texas Tech Jewelry Diamontrigue Jewelry: Texas A&M Aggies Letter 14K Gold Dangle Earrings,https://cdn11.bigcommerce.com/s-s5h0wm/images/stencil/2000x2000/products/4069/7772/4Y008TAM__05499.1469133585.JPG?c=2,no,yes,1.0,1022,texas,"['texas', 'south texas', 'north texas', 'texas city', 'san antonio texas', 'central texas', 'austin', 'kentucky', 'kansas', 'michigan']",united states
1122,20 great jewelry shops in virginia scoutology self serve dog wash coming soon to animal connection solutioingenieria Images,http://scoutology.com/wp-content/uploads/2018/03/Dog-Wash-480x384.jpg,no,no,1.0,1037,virginia,"['virgínia', 'virginia', 'virginias', 'west virginia', 'northern virginia', 'la virginia', 'city of virginia', 'virginia beach', 'southwest virginia', 'virginia water']",united states
1273,"Sterling Silver Rhodium Plated Ring with Tanzanite, Ruby and Cubic Zirconia Bluestone Jewelry Tahoe City, CA",https://cdn.jewelryimages.net/edge/bluestonetahoe/images/edge/200-04470.jpg?v=1,united states,yes,1.0,1183,"tahoe city, ca","['city of south lake tahoe', 'sunnyside-tahoe city', 'tahoe vista', 'south lake tahoe', 'california city', 'city of cohoes', 'san jose city', 'nevada city', 'city of california', 'colorado city']",united states
1312,Platinum Solitaire Engagement Ring at the Best Jewelry Store in Washington DC,https://cdn.shopify.com/s/files/1/2989/3586/products/IG00477C.jpg?v=1573673104,united states,yes,1.0,1220,washington dc,"['washington', 'city of washington', 'new washington', 'washington-arlington-alexandria', 'washington, in micro area', 'east washington', 'washington heights', 'washingtonville', 'washington-arlington-alexandria, dc-va-md-wv metro area', 'seattle']",united states
1346,Traditional bengali jewellery ornaments latest jewellery for Direct jewelry falls church va,http://2.bp.blogspot.com/-79rEhnzDwVY/UVRqfqcXUfI/AAAAAAAARmg/UfHRJR3L8g0/s1600/1gram-gold-hath-phool-hath-panjala-kaipilli-haralu-kaipilli+%25288%2529.jpg,no,yes,1.0,1252,falls church va,"['falls church', 'city of falls church', 'west falls church', 'moravian falls', 'falls city', 'hampton falls', 'falls county', 'idaho falls', 'columbia falls', 'kingsey falls']",united states
41,S925 sterling silver ring on the ring opening couple LOVE Heart Arrows Crystal ring flash silver jewelry One pair price(China (Mainland)),http://i01.i.aliimg.com/wsphoto/v0/32299529377_1/.jpg,china,yes,1.0,37,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
68,"Wholesale Blue Healing Natural Opal Aura Crystal Quartz Cluster , Find Complete Details about Wholesale Blue Healing Natural Opal Aura Crystal Quartz Cluster,Aura Quartz,Cactus Quartz,Crystal Cluster from Loose Gemstone Supplier or Manufacturer-Guangzhou Focal Love Jewelry Co., Ltd.",https://i.pinimg.com/236x/78/37/38/783738b64fe13ac8899abc87a6c3dd8e--crystal-cluster-crystal-healing.jpg,china,yes,1.0,63,guangzhou,"['guangzhou', 'guangzhou shi', 'shenzhen', 'beijing', 'zhuzhou', 'changzhou', 'shanghai', 'dengzhou', 'hongzhou', 'huazhou']",china
137,BAMOER Daisy Choker Necklace for Women Black Silk Short Choker Pearl Flower Earrings Silver 925 Jewelry Korean Style Jewelry(China),https://ae01.alicdn.com/kf/HTB1buVCbvc3T1VjSZLeq6zZsVXab/BAMOER-Daisy-Choker-Necklace-for-Women-Black-Silk-Short-Choker-Pearl-Flower-Earrings-Silver-925-Jewelry.jpg_220x220q90.jpg,china,yes,1.0,127,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
143,Sterling Silver Sets Heart Earring Pendant Ring with Stone CZ Diamond Bijoux Jewelery Set Top Sell Fashion Jewelry UloveT076(China (Mainland)),http://g01.a.alicdn.com/kf/HTB1z1BzHFXXXXaaXFXXq6xXFXXXQ/Sterling-font-b-Silver-b-font-font-b-Sets-b-font-Heart-Earring-Pendant-Ring-with.jpg,china,yes,1.0,131,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
154,Music symbol full rhinestone long necklace chain Fashion jewelry 2013 full drill pendant necklace Free Shipping Silver/Golden(China (Mainland)),http://i00.i.aliimg.com/wsphoto/v0/796250336/Music-font-b-symbol-b-font-full-rhinestone-long-necklace-chain-font-b-Fashion-b-font.jpg,china,yes,1.0,141,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
620,"Cheapest Price!Free Shipping Min.order is $15 (mix order)&Fashion Alloy Necklace Make a Wish,Cheap Jewelry Necklace N1178(China (Mainland))",http://i00.i.aliimg.com/wsphoto/v0/516063676/Cheapest-Price-Free-Shipping-Min-order-is-15-mix-order-Fashion-Alloy-font-b-Necklace-b.jpg,china,yes,1.0,566,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
702,Chinese Traditional Jewelry Accessories Miao Minority Tassel Earrings for Women,http://asian-culture-shop.com/u/189/302352/Ancient_Chinese_Cosplay_Costume_Chinese_Shoes_Traditional_China_Swordsman_Clothing_and_Jewelry_Accessories.jpg,china,yes,1.0,642,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
773,2pcs/bag Bow accessories alloy pearl Necklace pendant bird cage Hollowed out retro birdcage DIY Jewelry Accessories hand made(China),https://ae01.alicdn.com/kf/HTB1E3B4U9zqK1RjSZPcq6zTepXab/2pcs-bag-Bow-accessories-alloy-pearl-Necklace-pendant-bird-cage-Hollowed-out-retro-birdcage-DIY-Jewelry.jpg_220x220q90.jpg,china,yes,1.0,708,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
997,Chinese Qing Dynasty Princess Headwear Headpieces Hair Jewelry Headdress for Women,http://china-cart.com/u/1511/2593135/Chinese_Accessories_Headwear_Headpieces_Hair_Jewelry.jpg,china,yes,1.0,920,chinese,"['china', 'chiná', 'hongchuan', 'chinar', 'jinghong', 'yanjing', 'yujing', 'shanghai', 'chinautla', 'hongyang']",china
1025,Dongguan factory wholesale stainless steel axe pendant for necklace jewelry,https://sc02.alicdn.com/kf/HTB14Rx8mlfH8KJjy1Xbq6zLdXXai/229784044/HTB14Rx8mlfH8KJjy1Xbq6zLdXXai.jpg,china,yes,1.0,947,no,['no'],china
1095,QIHE JEWELRY Skeleton Heart Skull Cat Tombstone Light Bulb Science Works Uterus Sternum Brooches Pins collection Punk Lapel pins(China),https://ae01.alicdn.com/kf/HTB1y8ZRJWSWBuNjSsrbq6y0mVXaJ/QIHE-JEWELRY-Skeleton-Heart-Skull-Cat-Tombstone-Light-Bulb-Science-Works-Uterus-Sternum-Brooches-Pins-collection.jpg_220x220q90.jpg,china,yes,1.0,1011,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1121,P176 fashion jewelry chains necklace 925 silver pendant Circular flower photo frame(China (Mainland)),http://i01.i.aliimg.com/wsphoto/v0/834786565/P176-fashion-font-b-jewelry-b-font-chains-necklace-925-font-b-silver-b-font-pendant.jpg_250x250.jpg,china,yes,1.0,1036,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
1214,"wan wan+++ shipping> >>>Jewelry purple jade Men's rings size 8,9,10.11.12 5.24(China)",https://ae01.alicdn.com/kf/HTB1A4vuOpXXXXXraXXXq6xXFXXXh/wan-wan-shipping--Jewelry-purple-jade-Men-s-rings-size-8-9-10-11-12.jpg_220x220q90.jpg,china,yes,1.0,1128,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1286,Top shiny Luxury rhinestones glass strass women party accessories bride necklace jewelry silver clear stone choker(China),https://ae01.alicdn.com/kf/H722c56f79b7e496c9ef44e8be8a81d3bu/Top-shiny-Luxury-rhinestones-glass-strass-women-party-accessories-bride-necklace-jewelry-silver-clear-stone-choker.jpg_220x220q90.jpg,china,yes,1.0,1196,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1369,Chinese Ancient Hair Jewelry Accessories Hairpins Headwear Headdress Royal Crown for Women,http://www.china-cart.com/u/187/24235659/Chinese_Ancient_Hair_Jewelry_Accessories_Hairpins_Headwear_Headdress_Royal_Crown_for_Women.jpg,china,yes,1.0,1272,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1370,DOTIFI Stainless Steel Necklace For Women Man Lover's Clover Gold And Silver Color Pendant Necklace Engagement Jewelry(China),https://ae01.alicdn.com/kf/HTB1zqtTiyAnBKNjSZFvq6yTKXXaa/DOTIFI-Stainless-Steel-Necklace-For-Women-Man-Lover-s-Clover-Gold-And-Silver-Color-Pendant-Necklace.jpg,china,yes,1.0,1273,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1456,New fashion accessories jewelry black hollow finger ring set for women girl nice gift R4001(China),http://ae01.alicdn.com/kf/HTB1ADb3gRcHL1JjSZFBq6yiGXXac/New-fashion-accessories-jewelry-black-hollow-finger-ring-set-for-women-girl-nice-gift-R4001.jpg_220x220.jpg,china,yes,1.0,1354,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1564,GuanLong Fashion Engrave Carved Resin Bangle Bracelet Jewelry 2017 New Collection Women Puseiras Dropshipping Wholesale(China),http://ae01.alicdn.com/kf/HTB1fkfXckGj11JjSZFMq6xnRVXap/GuanLong-Fashion-Engrave-Carved-Resin-Bangle-Bracelet-Jewelry-2017-New-Collection-Women-Puseiras-Dropshipping-Wholesale.jpg_220x220.jpg,china,yes,1.0,1450,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1608,Simple Hollow Geometric Gold Round Circle Ear Stud Chic Crystal CZ Stud Earrings Elegant Fashion Jewelry Gifts For Women(China),https://ae01.alicdn.com/kf/HLB1roonObrpK1RjSZTEq6AWAVXaB/Simple-Hollow-Geometric-Gold-Round-Circle-Ear-Stud-Chic-Crystal-CZ-Stud-Earrings-Elegant-Fashion-Jewelry.jpg_220x220q90.jpg,china,yes,1.0,1492,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
